
Начало измерений 15:24:37 30.08.2022

Канал №1 - Напряжение фазы А, В
Канал №2 - Напряжение фазы В, В
Канал №3 - Напряжение фазы С, В
Канал №4 - Ток фазы А, В
Канал №5 - Ток фазы В, В
Канал №6 - Ток фазы С, В
Канал №7 - Частота вращения, рад/с
Канал №8 - Момент на валу, Н*м
Канал №9 - Момент Мс, Н*м

Время;Канал №1;Канал №2;Канал №3;Канал №4;Канал №5;Канал №6;Канал №7;Канал №8;Канал №9;
0.032;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.064;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.096;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.128;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.16;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.192;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.224;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.256;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.288;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.32;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.352;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.384;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.416;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.448;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.48;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.512;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.544;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.576;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.608;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.64;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.672;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.704;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.736;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.768;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.8;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.832;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.864;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.896;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.928;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.96;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
0.992;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
1.024;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
1.056;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
1.088;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
1.12;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
1.152;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
1.184;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
1.216;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
1.248;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
1.28;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
1.312;219.91;219.91;219.91;nan;nan;nan;nan;nan;20;
