
Начало измерений 03:11:58 09.07.2022

Канал №1 - Активное сопротивление фазы ротора
Канал №2 - Индуктивность фазы статора
Канал №3 - Индуктивность фазы ротора
Канал №2 - Индуктивность взаимоиндукции

Время;Канал №1;Канал №2;Канал №3;Канал №4;
0;nan;nan;nan;nan;
0.964;nan;nan;nan;nan;
2.011;nan;nan;nan;nan;
3.058;nan;nan;nan;nan;
4.106;nan;nan;nan;nan;
5.119;nan;nan;nan;nan;
6.12;nan;nan;nan;nan;
7.121;nan;nan;nan;nan;
