
Начало измерений 16:03:33 15.01.2024

Канал №1 - Активное сопротивление фазы ротора
Канал №2 - Индуктивность фазы статора
Канал №3 - Индуктивность фазы ротора
Канал №2 - Индуктивность взаимоиндукции

Время;Канал №1;Канал №2;Канал №3;Канал №4;
0;nan;nan;nan;nan;
1.163;nan;nan;nan;nan;
2.051;nan;nan;nan;nan;
3.06;nan;nan;nan;nan;
4.053;nan;nan;nan;nan;
5.053;nan;nan;nan;nan;
6.009;nan;nan;nan;nan;
