
Начало измерений 23:31:44 09.05.2023

Канал №1 - Активное сопротивление фазы ротора
Канал №2 - Индуктивность фазы статора
Канал №3 - Индуктивность фазы ротора
Канал №2 - Индуктивность взаимоиндукции

Время;Канал №1;Канал №2;Канал №3;Канал №4;
0;6953.51;588.888;588.888;548.07;
0.874;6953.51;588.888;588.888;548.07;
1.826;6953.51;588.888;588.888;548.07;
2.774;6953.51;588.888;588.888;548.07;
