
Начало измерений 15:22:24 11.07.2022

Канал №1 - Активное сопротивление фазы ротора
Канал №2 - Индуктивность фазы статора
Канал №3 - Индуктивность фазы ротора
Канал №2 - Индуктивность взаимоиндукции

Время;Канал №1;Канал №2;Канал №3;Канал №4;
0;nan;nan;nan;nan;
1.04;nan;nan;nan;nan;
1.991;nan;nan;nan;nan;
2.989;nan;nan;nan;nan;
3.938;nan;nan;nan;nan;
4.948;nan;nan;nan;nan;
5.96;nan;nan;nan;nan;
6.97;nan;nan;nan;nan;
7.961;nan;nan;nan;nan;
8.974;nan;nan;nan;nan;
9.991;nan;nan;nan;nan;
10.95;nan;nan;nan;nan;
11.948;nan;nan;nan;nan;
