
Начало измерений 02:12:49 07.07.2022

Канал №1 - Активное сопротивление фазы ротора
Канал №2 - Индуктивность фазы статора
Канал №3 - Индуктивность фазы ротора
Канал №2 - Индуктивность взаимоиндукции

Время;Канал №1;Канал №2;Канал №3;Канал №4;
0;nan;nan;nan;nan;
0.833;nan;nan;nan;nan;
1.78;nan;nan;nan;nan;
2.75;nan;nan;nan;nan;
3.748;nan;nan;nan;nan;
4.749;nan;nan;nan;nan;
5.747;nan;nan;nan;nan;
6.747;nan;nan;nan;nan;
7.751;nan;nan;nan;nan;
8.75;nan;nan;nan;nan;
