
Начало измерений 14:56:40 06.07.2022

Канал №1 - Активное сопротивление фазы ротора
Канал №2 - Индуктивность фазы статора
Канал №3 - Индуктивность фазы ротора
Канал №2 - Индуктивность взаимоиндукции

Время;Канал №1;Канал №2;Канал №3;Канал №4;
0;nan;nan;nan;nan;
1.038;nan;nan;nan;nan;
1.986;nan;nan;nan;nan;
2.937;nan;nan;nan;nan;
3.894;nan;nan;nan;nan;
4.838;nan;nan;nan;nan;
5.873;nan;nan;nan;nan;
6.893;nan;nan;nan;nan;
7.849;nan;nan;nan;nan;
8.893;nan;nan;nan;nan;
9.838;nan;nan;nan;nan;
