
Начало измерений 14:42:29 16.01.2024

Канал №1 - Напряжение фазы А, В
Канал №2 - Напряжение фазы В, В
Канал №3 - Напряжение фазы С, В
Канал №4 - Ток фазы А, В
Канал №5 - Ток фазы В, В
Канал №6 - Ток фазы С, В
Канал №7 - Частота вращения, рад/с
Канал №8 - Момент на валу, Н*м
Канал №9 - Момент Мс, Н*м

Время;Канал №1;Канал №2;Канал №3;Канал №4;Канал №5;Канал №6;Канал №7;Канал №8;Канал №9;
0.032;0;0;0;0;0;0;0;0;20;
0.064;0;0;0;0;0;0;0;0;20;
0.096;0;0;0;0;0;0;0;0;20;
0.128;0;0;0;0;0;0;0;0;20;
0.16;0;0;0;0;0;0;0;0;20;
0.192;0;0;0;0;0;0;0;0;20;
0.224;0;0;0;0;0;0;0;0;20;
0.256;0;0;0;0;0;0;0;0;20;
0.288;0;0;0;0;0;0;0;0;20;
0.32;0;0;0;0;0;0;0;0;20;
0.352;0;0;0;0;0;0;0;0;20;
0.384;0;0;0;0;0;0;0;0;20;
0.416;0;0;0;0;0;0;0;0;20;
0.448;0;0;0;0;0;0;0;0;20;
0.48;0;0;0;0;0;0;0;0;20;
0.512;0;0;0;0;0;0;0;0;20;
0.544;0;0;0;0;0;0;0;0;20;
0.576;0;0;0;0;0;0;0;0;20;
0.608;0;0;0;0;0;0;0;0;20;
0.64;0;0;0;0;0;0;0;0;20;
0.672;0;0;0;0;0;0;0;0;20;
0.704;0;0;0;0;0;0;0;0;20;
0.736;0;0;0;0;0;0;0;0;20;
0.768;0;0;0;0;0;0;0;0;20;
0.8;0;0;0;0;0;0;0;0;20;
0.832;0;0;0;0;0;0;0;0;20;
0.864;0;0;0;0;0;0;0;0;20;
0.896;0;0;0;0;0;0;0;0;20;
0.928;0;0;0;0;0;0;0;0;20;
0.96;0;0;0;0;0;0;0;0;20;
0.992;0;0;0;0;0;0;0;0;20;
1.024;0;0;0;0;0;0;0;0;20;
1.056;0;0;0;0;0;0;0;0;20;
1.088;0;0;0;0;0;0;0;0;20;
1.12;0;0;0;0;0;0;0;0;20;
1.152;0;0;0;0;0;0;0;0;20;
1.184;0;0;0;0;0;0;0;0;20;
1.216;0;0;0;0;0;0;0;0;20;
1.248;0;0;0;0;0;0;0;0;20;
1.28;0;0;0;0;0;0;0;0;20;
1.312;0;0;0;0;0;0;0;0;20;
1.344;0;0;0;0;0;0;0;0;20;
1.376;0;0;0;0;0;0;0;0;20;
1.408;0;0;0;0;0;0;0;0;20;
1.44;0;0;0;0;0;0;0;0;20;
1.472;0;0;0;0;0;0;0;0;20;
1.504;0;0;0;0;0;0;0;0;20;
1.536;0;0;0;0;0;0;0;0;20;
1.568;0;0;0;0;0;0;0;0;20;
1.6;0;0;0;0;0;0;0;0;20;
1.632;0;0;0;0;0;0;0;0;20;
1.664;0;0;0;0;0;0;0;0;20;
1.696;0;0;0;0;0;0;0;0;20;
1.728;0;0;0;0;0;0;0;0;20;
1.76;0;0;0;0;0;0;0;0;20;
1.792;0;0;0;0;0;0;0;0;20;
1.824;0;0;0;0;0;0;0;0;20;
1.856;0;0;0;0;0;0;0;0;20;
1.888;0;0;0;0;0;0;0;0;20;
1.92;0;0;0;0;0;0;0;0;20;
1.952;0;0;0;0;0;0;0;0;20;
1.984;0;0;0;0;0;0;0;0;20;
2.016;0;0;0;0;0;0;0;0;20;
2.048;0;0;0;0;0;0;0;0;20;
2.08;0;0;0;0;0;0;0;0;20;
2.112;0;0;0;0;0;0;0;0;20;
2.144;0;0;0;0;0;0;0;0;20;
2.176;0;0;0;0;0;0;0;0;20;
2.208;0;0;0;0;0;0;0;0;20;
2.24;0;0;0;0;0;0;0;0;20;
2.272;0;0;0;0;0;0;0;0;20;
2.304;0;0;0;0;0;0;0;0;20;
2.336;0;0;0;0;0;0;0;0;20;
2.368;0;0;0;0;0;0;0;0;20;
2.4;0;0;0;0;0;0;0;0;20;
2.432;0;0;0;0;0;0;0;0;20;
2.464;0;0;0;0;0;0;0;0;20;
2.496;0;0;0;0;0;0;0;0;20;
2.528;0;0;0;0;0;0;0;0;20;
2.56;0;0;0;0;0;0;0;0;20;
2.592;0;0;0;0;0;0;0;0;20;
2.624;0;0;0;0;0;0;0;0;20;
2.656;0;0;0;0;0;0;0;0;20;
2.688;0;0;0;0;0;0;0;0;20;
2.72;0;0;0;0;0;0;0;0;20;
2.752;0;0;0;0;0;0;0;0;20;
2.784;0;0;0;0;0;0;0;0;20;
2.816;0;0;0;0;0;0;0;0;20;
2.848;0;0;0;0;0;0;0;0;20;
2.88;0;0;0;0;0;0;0;0;20;
2.912;0;0;0;0;0;0;0;0;20;
2.944;0;0;0;0;0;0;0;0;20;
2.976;0;0;0;0;0;0;0;0;20;
3.008;0;0;0;0;0;0;0;0;20;
3.04;22.2132;22.2132;22.2132;5.42679;5.42679;5.42679;2.17863;2.25309;20;
3.072;22.2132;22.2132;22.2132;4.88252;4.88252;4.88252;12.1282;2.36593;20;
3.104;22.2132;22.2132;22.2132;4.45618;4.45618;4.45618;13.7961;-0.433772;20;
3.136;22.2132;22.2132;22.2132;3.99394;3.99394;3.99394;13.4071;0.141148;20;
3.168;22.2132;22.2132;22.2132;3.42014;3.42014;3.42014;13.9972;0.217064;20;
3.2;44.4263;44.4263;44.4263;2.77333;2.77333;2.77333;29.9842;-0.250168;20;
3.232;88.8526;88.8526;88.8526;15.2318;15.2318;15.2318;36.7809;55.7253;20;
3.264;111.066;111.066;111.066;3.43201;3.43201;3.43201;64.9706;-9.86652;20;
3.296;155.492;155.492;155.492;17.4474;17.4474;17.4474;126.237;13.4614;20;
3.328;199.918;199.918;199.918;11.3955;11.3955;11.3955;129.876;33.7736;20;
3.36;219.91;219.91;219.91;7.38391;7.38391;7.38391;158.714;-11.3392;20;
3.392;219.91;219.91;219.91;3.50855;3.50855;3.50855;160.947;2.78186;20;
3.424;219.91;219.91;219.91;2.98205;2.98205;2.98205;155.228;2.34562;20;
3.456;219.91;219.91;219.91;3.23972;3.23972;3.23972;156.506;-1.11742;20;
3.488;219.91;219.91;219.91;3.2044;3.2044;3.2044;157.327;-0.195517;20;
3.52;219.91;219.91;219.91;3.14621;3.14621;3.14621;156.881;0.267507;20;
3.552;219.91;219.91;219.91;3.16319;3.16319;3.16319;156.826;-0.025506;20;
3.584;219.91;219.91;219.91;3.17034;3.17034;3.17034;156.927;-0.0465589;20;
3.616;219.91;219.91;219.91;3.16511;3.16511;3.16511;156.914;0.0161503;20;
3.648;219.91;219.91;219.91;3.16494;3.16494;3.16494;156.897;0.00530534;20;
3.68;219.91;219.91;219.91;3.16601;3.16601;3.16601;156.904;-0.0044469;20;
3.712;219.91;219.91;219.91;3.16578;3.16578;3.16578;156.905;1.82368e-05;20;
3.744;219.91;219.91;219.91;3.16563;3.16563;3.16563;156.904;0.000871058;20;
3.776;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;-0.000211745;20;
3.808;219.91;219.91;219.91;3.16572;3.16572;3.16572;156.904;-0.000120875;20;
3.84;219.91;219.91;219.91;3.1657;3.1657;3.1657;156.904;7.05692e-05;20;
3.872;219.91;219.91;219.91;3.1657;3.1657;3.1657;156.904;6.9314e-06;20;
3.904;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;-1.55485e-05;20;
3.936;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;2.35111e-06;20;
3.968;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;2.49902e-06;20;
4;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;-1.06002e-06;20;
4.032;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;-2.38637e-07;20;
4.064;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;2.65705e-07;20;
4.096;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;-1.65203e-08;20;
4.128;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;-4.83606e-08;20;
4.16;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;1.481e-08;20;
4.192;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;5.98511e-09;20;
4.224;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;-4.34405e-09;20;
4.256;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;-1.42361e-10;20;
4.288;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;8.86915e-10;20;
4.32;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;-1.82409e-10;20;
4.352;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;-1.28136e-10;20;
4.384;219.91;219.91;219.91;3.16571;3.16571;3.16571;156.904;6.53158e-11;20;
4.416;219.91;219.91;219.91;3.17521;3.17521;3.17521;156.662;1.54203;20;
4.448;219.91;219.91;219.91;3.74948;3.74948;3.74948;155.078;7.90754;20;
4.48;219.91;219.91;219.91;4.57393;4.57393;4.57393;152.364;12.5104;20;
4.512;219.91;219.91;219.91;4.69955;4.69955;4.69955;151.265;12.7971;20;
4.544;219.91;219.91;219.91;4.97315;4.97315;4.97315;151.042;13.8205;20;
4.576;219.91;219.91;219.91;4.9426;4.9426;4.9426;150.832;13.6848;20;
4.608;219.91;219.91;219.91;4.93431;4.93431;4.93431;150.916;13.5913;20;
4.64;219.91;219.91;219.91;4.94316;4.94316;4.94316;150.922;13.6425;20;
4.672;219.91;219.91;219.91;4.94185;4.94185;4.94185;150.907;13.6416;20;
4.704;219.91;219.91;219.91;4.94086;4.94086;4.94086;150.911;13.6338;20;
4.736;219.91;219.91;219.91;4.94138;4.94138;4.94138;150.912;13.6363;20;
4.768;219.91;219.91;219.91;4.94137;4.94137;4.94137;150.911;13.6368;20;
4.8;219.91;219.91;219.91;4.94129;4.94129;4.94129;150.911;13.6362;20;
4.832;219.91;219.91;219.91;4.94132;4.94132;4.94132;150.911;13.6363;20;
4.864;219.91;219.91;219.91;4.94132;4.94132;4.94132;150.911;13.6364;20;
4.896;219.91;219.91;219.91;4.94132;4.94132;4.94132;150.911;13.6364;20;
4.928;219.91;219.91;219.91;4.94132;4.94132;4.94132;150.911;13.6364;20;
4.96;219.91;219.91;219.91;5.11421;5.11421;5.11421;150.693;14.4147;20;
4.992;219.91;219.91;219.91;5.16951;5.16951;5.16951;150.432;14.6586;20;
5.024;219.91;219.91;219.91;5.23701;5.23701;5.23701;150.318;14.9121;20;
5.056;219.91;219.91;219.91;5.22535;5.22535;5.22535;150.28;14.8504;20;
5.088;219.91;219.91;219.91;5.22524;5.22524;5.22524;150.305;14.8378;20;
5.12;219.91;219.91;219.91;5.22746;5.22746;5.22746;150.303;14.8515;20;
5.152;219.91;219.91;219.91;5.22681;5.22681;5.22681;150.3;14.8492;20;
5.184;219.91;219.91;219.91;5.50079;5.50079;5.50079;149.951;16.0141;20;
5.216;219.91;219.91;219.91;5.44842;5.44842;5.44842;149.737;15.7912;20;
5.248;219.91;219.91;219.91;5.44202;5.44202;5.44202;149.845;15.7078;20;
5.28;219.91;219.91;219.91;5.4529;5.4529;5.4529;149.841;15.7684;20;
5.312;219.91;219.91;219.91;5.54355;5.54355;5.54355;149.706;16.1504;20;
5.344;219.91;219.91;219.91;5.52507;5.52507;5.52507;149.641;16.0682;20;
5.376;219.91;219.91;219.91;5.713;5.713;5.713;149.431;16.8218;20;
5.408;219.91;219.91;219.91;5.87356;5.87356;5.87356;149.038;17.4655;20;
5.44;219.91;219.91;219.91;5.83205;5.83205;5.83205;148.972;17.2598;20;
5.472;219.91;219.91;219.91;5.83578;5.83578;5.83578;149.039;17.2489;20;
5.504;219.91;219.91;219.91;5.84131;5.84131;5.84131;149.026;17.2823;20;
5.536;219.91;219.91;219.91;5.83905;5.83905;5.83905;149.02;17.273;20;
5.568;219.91;219.91;219.91;5.839;5.839;5.839;149.024;17.2713;20;
5.6;219.91;219.91;219.91;5.83934;5.83934;5.83934;149.023;17.2732;20;
