
Начало измерений 21:39:12 10.01.2024

Канал №1 - Активное сопротивление фазы ротора
Канал №2 - Индуктивность фазы статора
Канал №3 - Индуктивность фазы ротора
Канал №2 - Индуктивность взаимоиндукции

Время;Канал №1;Канал №2;Канал №3;Канал №4;
0;nan;nan;nan;nan;
0.905;nan;nan;nan;nan;
1.906;nan;nan;nan;nan;
2.904;nan;nan;nan;nan;
3.905;nan;nan;nan;nan;
4.904;nan;nan;nan;nan;
5.907;nan;nan;nan;nan;
6.905;nan;nan;nan;nan;
7.916;nan;nan;nan;nan;
8.907;nan;nan;nan;nan;
9.905;nan;nan;nan;nan;
10.909;nan;nan;nan;nan;
11.908;nan;nan;nan;nan;
12.912;nan;nan;nan;nan;
