
Начало измерений 02:13:09 04.09.2023

Канал №1 - Активное сопротивление фазы ротора
Канал №2 - Индуктивность фазы статора
Канал №3 - Индуктивность фазы ротора
Канал №2 - Индуктивность взаимоиндукции

Время;Канал №1;Канал №2;Канал №3;Канал №4;
0;2.0723;0.221032;0.221032;0.208135;
0.98;2.0723;0.221032;0.221032;0.208135;
2.025;2.0723;0.221032;0.221032;0.208135;
3.038;2.0723;0.221032;0.221032;0.208135;
