
Начало измерений 15:25:44 17.01.2024

Канал №1 - Активное сопротивление фазы ротора
Канал №2 - Индуктивность фазы статора
Канал №3 - Индуктивность фазы ротора
Канал №2 - Индуктивность взаимоиндукции

Время;Канал №1;Канал №2;Канал №3;Канал №4;
0;2.0723;0.221032;0.221032;0.208135;
1.196;2.0723;0.221032;0.221032;0.208135;
2.149;2.0723;0.221032;0.221032;0.208135;
3.099;2.0723;0.221032;0.221032;0.208135;
