
Начало измерений 14:34:49 11.07.2022

Канал №1 - Активное сопротивление фазы ротора
Канал №2 - Индуктивность фазы статора
Канал №3 - Индуктивность фазы ротора
Канал №2 - Индуктивность взаимоиндукции

Время;Канал №1;Канал №2;Канал №3;Канал №4;
0;2.0723;0.221032;0.221032;0.208135;
1.055;2.0723;0.221032;0.221032;0.208135;
1.968;2.0723;0.221032;0.221032;0.208135;
2.92;2.0723;0.221032;0.221032;0.208135;
