
Начало измерений 02:16:38 03.11.2022

Канал №1 - Напряжение фазы А, В
Канал №2 - Напряжение фазы В, В
Канал №3 - Напряжение фазы С, В
Канал №4 - Ток фазы А, В
Канал №5 - Ток фазы В, В
Канал №6 - Ток фазы С, В
Канал №7 - Частота вращения, рад/с
Канал №8 - Момент на валу, Н*м
Канал №9 - Момент Мс, Н*м

Время;Канал №1;Канал №2;Канал №3;Канал №4;Канал №5;Канал №6;Канал №7;Канал №8;Канал №9;
0.032;219.91;219.91;219.91;24.5439;24.5439;24.5439;2.82351;47.1287;20;
0.064;219.91;219.91;219.91;24.9577;24.9577;24.9577;16.6261;1.14408;20;
0.096;219.91;219.91;219.91;23.3304;23.3304;23.3304;16.5135;37.4057;20;
0.128;219.91;219.91;219.91;24.6088;24.6088;24.6088;29.2967;14.4928;20;
0.16;219.91;219.91;219.91;22.9186;22.9186;22.9186;39.0337;28.1423;20;
0.192;219.91;219.91;219.91;22.2234;22.2234;22.2234;63.8674;30.4042;20;
0.224;219.91;219.91;219.91;20.0813;20.0813;20.0813;99.6689;34.1043;20;
0.256;219.91;219.91;219.91;11.9261;11.9261;11.9261;142.144;28.5208;20;
0.288;219.91;219.91;219.91;6.72615;6.72615;6.72615;146.195;19.5343;20;
0.32;219.91;219.91;219.91;6.59694;6.59694;6.59694;147.833;19.7335;20;
0.352;219.91;219.91;219.91;6.63641;6.63641;6.63641;147.447;20.2052;20;
0.384;219.91;219.91;219.91;6.58097;6.58097;6.58097;147.434;19.9705;20;
0.416;219.91;219.91;219.91;6.58891;6.58891;6.58891;147.494;19.984;20;
0.448;219.91;219.91;219.91;6.59285;6.59285;6.59285;147.476;20.0092;20;
0.48;219.91;219.91;219.91;6.59047;6.59047;6.59047;147.475;19.999;20;
0.512;219.91;219.91;219.91;6.59075;6.59075;6.59075;147.478;19.9992;20;
0.544;219.91;219.91;219.91;6.59096;6.59096;6.59096;147.477;20.0004;20;
0.576;219.91;219.91;219.91;6.59085;6.59085;6.59085;147.477;20;20;
0.608;219.91;219.91;219.91;6.59086;6.59086;6.59086;147.477;20;20;
0.64;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
0.672;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
0.704;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
0.736;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
0.768;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
0.8;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
0.832;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
0.864;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
0.896;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
0.928;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
0.96;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
0.992;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.024;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.056;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.088;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.12;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.152;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.184;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.216;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.248;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.28;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.312;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.344;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.376;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.408;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.44;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.472;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.504;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.536;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.568;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.6;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.632;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.664;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.696;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.728;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.76;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.792;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.824;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.856;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.888;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.92;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.952;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
1.984;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.016;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.048;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.08;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.112;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.144;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.176;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.208;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.24;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.272;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.304;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.336;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.368;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.4;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.432;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.464;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.496;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.528;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.56;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.592;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.624;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.656;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.688;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.72;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.752;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.784;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.816;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.848;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.88;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.912;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.944;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
2.976;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.008;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.04;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.072;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.104;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.136;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.168;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.2;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.232;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.264;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.296;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.328;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.36;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.392;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.424;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.456;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.488;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.52;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.552;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.584;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.616;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.648;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.68;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.712;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.744;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.776;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.808;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.84;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.872;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.904;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.936;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
3.968;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.032;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.064;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.096;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.128;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.16;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.192;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.224;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.256;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.288;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.32;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.352;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.384;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.416;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.448;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.48;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.512;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.544;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.576;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.608;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.64;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.672;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.704;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.736;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.768;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.8;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.832;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.864;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.896;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.928;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.96;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
4.992;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
5.024;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
5.056;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
5.088;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
5.12;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
5.152;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
5.184;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
5.216;219.91;219.91;219.91;6.59087;6.59087;6.59087;147.477;20;20;
