
Начало измерений 11:00:42 06.07.2022

Канал №1 - Активное сопротивление фазы ротора
Канал №2 - Индуктивность фазы статора
Канал №3 - Индуктивность фазы ротора
Канал №2 - Индуктивность взаимоиндукции

Время;Канал №1;Канал №2;Канал №3;Канал №4;
0;nan;nan;nan;nan;
1.079;nan;nan;nan;nan;
2.045;nan;nan;nan;nan;
3.044;nan;nan;nan;nan;
4.045;nan;nan;nan;nan;
5.045;nan;nan;nan;nan;
6.046;nan;nan;nan;nan;
7.046;nan;nan;nan;nan;
8.043;nan;nan;nan;nan;
9.045;nan;nan;nan;nan;
10.045;nan;nan;nan;nan;
11.045;nan;nan;nan;nan;
12.054;nan;nan;nan;nan;
