
Начало измерений 04:13:06 19.07.2022

Канал №1 - Напряжение фазы А, В
Канал №2 - Напряжение фазы В, В
Канал №3 - Напряжение фазы С, В
Канал №4 - Ток фазы А, В
Канал №5 - Ток фазы В, В
Канал №6 - Ток фазы С, В
Канал №7 - Частота вращения, рад/с
Канал №8 - Момент на валу, Н*м
Канал №9 - Момент Мс, Н*м

Время;Канал №1;Канал №2;Канал №3;Канал №4;Канал №5;Канал №6;Канал №7;Канал №8;Канал №9;
0.032;219.91;219.91;219.91;23.0299;23.0299;23.0299;48.2484;19.1093;5;
0.064;219.91;219.91;219.91;13.9047;13.9047;13.9047;128.437;27.1197;5;
0.096;219.91;219.91;219.91;5.01551;5.01551;5.01551;156.415;-3.47569;5;
0.128;219.91;219.91;219.91;3.73411;3.73411;3.73411;157.155;6.79304;5;
0.16;219.91;219.91;219.91;3.40146;3.40146;3.40146;153.934;6.18324;5;
0.192;219.91;219.91;219.91;3.38154;3.38154;3.38154;154.798;4.30783;5;
0.224;219.91;219.91;219.91;3.42023;3.42023;3.42023;155.188;4.91816;5;
0.256;219.91;219.91;219.91;3.40849;3.40849;3.40849;154.919;5.11339;5;
0.288;219.91;219.91;219.91;3.40288;3.40288;3.40288;154.917;4.9444;5;
0.32;219.91;219.91;219.91;3.40654;3.40654;3.40654;154.969;4.95231;5;
0.352;219.91;219.91;219.91;3.40658;3.40658;3.40658;154.955;4.98247;5;
0.384;219.91;219.91;219.91;3.40586;3.40586;3.40586;154.949;4.97289;5;
0.416;219.91;219.91;219.91;3.40605;3.40605;3.40605;154.953;4.96969;5;
0.448;219.91;219.91;219.91;3.40613;3.40613;3.40613;154.953;4.97238;5;
0.48;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97227;5;
0.512;219.91;219.91;219.91;3.40607;3.40607;3.40607;154.953;4.97179;5;
0.544;219.91;219.91;219.91;3.40609;3.40609;3.40609;154.953;4.97194;5;
0.576;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97199;5;
0.608;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
0.64;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
0.672;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97196;5;
0.704;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
0.736;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
0.768;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
0.8;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
0.832;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
0.864;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
0.896;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
0.928;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
0.96;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
0.992;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.024;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.056;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.088;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.12;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.152;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.184;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.216;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.248;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.28;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.312;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.344;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.376;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.408;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.44;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.472;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.504;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.536;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.568;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.6;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.632;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.664;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.696;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.728;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.76;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.792;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.824;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.856;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.888;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.92;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.952;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
1.984;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.016;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.048;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.08;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.112;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.144;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.176;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.208;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.24;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.272;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.304;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.336;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.368;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.4;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.432;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.464;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.496;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.528;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
2.56;219.91;219.91;219.91;3.40608;3.40608;3.40608;154.953;4.97195;5;
