
Начало измерений 03:45:16 11.07.2022

Канал №1 - Активное сопротивление фазы ротора
Канал №2 - Индуктивность фазы статора
Канал №3 - Индуктивность фазы ротора
Канал №2 - Индуктивность взаимоиндукции

Время;Канал №1;Канал №2;Канал №3;Канал №4;
0;nan;nan;nan;nan;
0.965;nan;nan;nan;nan;
1.961;nan;nan;nan;nan;
2.962;nan;nan;nan;nan;
3.962;nan;nan;nan;nan;
4.97;nan;nan;nan;nan;
5.965;nan;nan;nan;nan;
6.962;nan;nan;nan;nan;
7.964;nan;nan;nan;nan;
8.961;nan;nan;nan;nan;
9.962;nan;nan;nan;nan;
